用户名,性别,身份证号,登录地区,登录设备,消费额
yang42,男,23070219900912****,贵州,Android,0
xchen,男,36030219960206****,江西,Android,99.1
rpeng,女,62290020011207****,四川,Android,39.8
oxue,男,65292519980417****,湖北,Android,-
taoding,男,34132420050808****,四川,Android,9.9
xiuying58,女,41132719940710****,福建,Android,-
chao46,男,41072520010604****,山东,Android,19.9
jing24,男,62032119960301****,湖南,Android,-
xiulan38,女,42100219910909****,浙江,Android,0
limo,女,64038120000704****,湖北,Android,49.7
shenxiulan,男,13052219990520****,浙江,iOS,0
weifeng,1,35072120010424****,四川,iOS,19.9
juanyu,女,61082619960328****,天津,Android,0
jingqiu,男,11011419890108****,广东,Android,-
gang93,男,34142119990515****,福建,iOS,-
lqian,女,33112719900521****,广东,iOS,407.8
xiulan93,女,36073119750910****,黑龙江,iOS,19.9
yefang,女,51172319960609****,山东,Android,9.9
qiang40,男,44098220000718****,吉林,Android,9.9
qiangpeng,女,52032119980905****,河南,Android,79.3
sma,男,23082819861004****,上海,Android,0
vgu,男,51342919930426****,浙江,Android,9.9
liaogang,女,52242719971121****,广西,iOS,-
fangxiong,女,44030719930315****,陕西,iOS,119.3
weiren,女,43020219930116****,山东,iOS,19.9
yanfang,男,37162319880121****,江苏,Android,149.5
wei16,男,65430119980821****,北京,iOS,39.8
xiulan99,女,13022920000321****,浙江,Android,-
li97,女,64022120040418****,宁夏,iOS,109.2
mengping,男,51012919980430****,陕西,iOS,0
fang55,1,34132220000128****,黑龙江,Android,69.8
itao,女,51140219970327****,辽宁,Android,19.9
jieyi,男,43102120011220****,云南,iOS,29.7
kyi,男,54240019860111****,广东,iOS,169.1
sdu,女,23082619930201****,广西,iOS,295.4
guiying85,女,23080319971117****,天津,iOS,19.8
yanglai,女,51102819991027****,云南,iOS,198.9
panfang,男,61092519980312****,江苏,iOS,39.8
guiyingtan,0,61063219900329****,广东,iOS,29.9
dongming,女,32028119980530****,陕西,Android,9.9
baiyan,女,61032719981028****,广西,Android,-
zhangmin,女,41160020000119****,山东,Android,0
qianglong,女,22028119970209****,安徽,Android,-
jingyi,女,43020120000427****,山西,iOS,79.8
dutao,女,51342819990512****,江苏,iOS,0
ldong,女,36102119990814****,江西,Android,19.9
vyan,男,51111319970423****,河南,Android,39.8
gaomin,女,34050019960826****,新疆,Android,-
jieguo,女,36032220000616****,广东,Android,119.2
gangwei,0,63252419960117****,江西,Android,49.6
jingqin,男,32120219991114****,吉林,iOS,9.9
qtan,1,13030420010807****,江西,Android,0
jiaping,女,44011319961013****,湖北,Android,0
ucao,男,41142119980428****,湖南,Android,89.6
nlei,女,32050619970314****,山东,Android,0
shijing,女,41102520030518****,浙江,iOS,0
yongcai,女,36110019960207****,浙江,Android,19.8
fuyong,女,61092720000817****,广东,iOS,0
minhu,0,42070219970515****,江苏,iOS,0
jing34,女,45138119970615****,辽宁,Android,29.8
xia31,女,35012220000426****,海南,iOS,-
jing03,女,43310019960204****,黑龙江,iOS,0
nadai,男,43122419980225****,山西,iOS,9.9
jiecui,女,15072320010408****,湖南,iOS,29.7
rcai,男,51132319960221****,山西,Android,39.8
kxie,女,44120020050701****,辽宁,iOS,19.8
qianlei,女,23112319990925****,湖南,Android,19.8
gongtao,女,21148119980930****,北京市,Android,208.9
jie40,1,12022519960419****,山东,iOS,0
juansun,女,32072219960525****,宁夏,iOS,9.9
leimeng,0,11010219980911****,四川,Android,0
leicui,女,21040219910707****,江西,Android,49.6
duyang,女,23120120010518****,江苏,iOS,159.2
wxia,男,53252619890307****,广东,iOS,-
xiatang,女,36052119970820****,河南,iOS,9.9
shenyong,女,51333519901001****,上海市,Android,139.1
14763,0,32120319980701****,湖南,Android,0
zhongyong,女,65282420050703****,湖北,iOS,39.8
min14,男,45132119940527****,浙江,iOS,9.9
txiao,女,41130119960624****,湖南,Android,119.3
sxue,0,45050020001021****,四川,Android,99.7
izhou,女,41030420030303****,浙江,iOS,19.8
yulei,男,33102219990716****,山东,Android,0
weizhang,男,13013019920719****,江苏,iOS,0
nwu,男,54230119880907****,北京市,Android,638.3
ccai,男,36100119860116****,山东,iOS,-
43989,女,61052219961109****,辽宁,Android,0
yanfu,女,52242419971107****,四川,iOS,29.8
fengchao,1,65270019860919****,山西,iOS,0
fangye,女,33102419940618****,贵州,iOS,0
vyu,女,61063220000830****,广东,iOS,0
yangsun,女,23082619890421****,黑龙江,Android,9.9
jgao,男,51323120060319****,河北,Android,9.9
chao27,男,35080119990516****,湖南,Android,19.8
hsong,1,46010720000922****,浙江,iOS,0
liangchao,女,45022319970517****,辽宁,Android,-
xiuyingtao,女,21071119980626****,河南,Android,-
xuefang,女,62042219990512****,浙江,Android,99.4
okong,女,21100420050528****,湖北,iOS,9.9
qiang83,女,23110019970402****,四川,iOS,618.6
shenjuan,男,32118220030315****,山东,iOS,29.8
haoming,男,62122419861024****,广东,iOS,-
wei14,女,50011020021116****,湖北,Android,79.7
ming37,女,41018519910407****,浙江,iOS,39.8
qiang73,0,32011519960715****,安徽,Android,0
suyan,女,65400319991229****,山东,Android,-
tdu,女,41152419890629****,重庆,Android,149.1
zshao,男,33032620010630****,河南,Android,29.7
yanhao,女,15058119960417****,河南,iOS,99.4
fangxu,女,37040519910218****,江西,iOS,0
jingliang,1,35040220010331****,江苏,iOS,19.8
27181,男,33090019980910****,四川,Android,9.9
jlei,女,32118219960625****,北京,iOS,159.4
caitao,男,50011820030529****,湖北,Android,19.9
shenmin,女,21050019920504****,湖南,Android,0
laixia,女,33100420010826****,河南,Android,0
yuping,男,43100119911022****,云南,iOS,19.8
xiulan62,男,50023620030118****,河南,Android,-
mengmin,女,21130319921120****,天津,iOS,49.8
ndu,1,44070420010324****,山东,Android,-
dingqiang,女,33032919991219****,四川,iOS,517.2
tzheng,女,65312420060915****,江西,iOS,19.8
xiuyingjia,女,65402420010825****,安徽,iOS,198.9
xiuying02,女,64010020040213****,内蒙古,Android,0
tyao,女,51130220030423****,浙江,iOS,228.9
zhouqiang,男,61102319980930****,河南,Android,19.9
fang56,0,35060219991026****,湖北,iOS,0
plin,女,41070019950512****,江西,Android,39.8
fangjing,男,61032719960530****,江苏,Android,0
lei75,女,33068319901227****,北京市,iOS,0
yongzeng,男,14112520010422****,广东,iOS,238.7
swan,1,45062119890207****,江苏,Android,0
nmeng,男,13098219960207****,山东,iOS,0
uliang,1,65432619870914****,广东,iOS,9.9
jfeng,男,15252419920408****,陕西,iOS,-
ping92,男,37142620060226****,北京市,iOS,209.2
yang75,女,42080419980124****,广东,iOS,0
xiayuan,0,51050120030718****,福建,Android,-
amao,1,35050319990522****,海南,Android,0
zgu,男,50022219890304****,内蒙古,iOS,49.7
zengyan,男,62098119871011****,福建,Android,139.1
tao49,男,37172819971017****,福建,Android,139.4
xiazhong,女,13092119961028****,贵州,Android,-
axu,男,37010219960425****,广东,Android,19.8
juanma,女,51343020010314****,重庆,Android,119.3
pxiong,男,33070019960830****,浙江,iOS,9.9
daijing,女,50010819901005****,广东,Android,0
xiabai,男,32120319900317****,山东,Android,49.7
chaodu,女,51343019970322****,湖南,iOS,9.9
ozhao,男,53052419820828****,北京,iOS,109.2
changjuan,女,37063419840325****,浙江,iOS,79.5
jie63,男,54242919830406****,广西,Android,29.8
ping11,0,36042120010526****,江西,Android,0
iwang,女,14042519961119****,吉林,iOS,9.9
leili,女,51081120000331****,福建,Android,199.2
jingxiong,男,15220019891115****,四川,Android,0
mwu,男,22062119850717****,北京,Android,149.2
xia19,男,14020319790602****,河南,iOS,0
ping47,女,43100019970903****,广东,iOS,0
liluo,男,63212819990708****,江苏,iOS,9.9
yang70,女,37132719960106****,甘肃,Android,0
fang37,女,45142520030125****,福建,iOS,9.9
qiang18,1,15000019941203****,辽宁,Android,-
gaoyan,女,37028320031019****,山东,iOS,19.9
wanwei,男,35010320010424****,河南,iOS,109.4
lei94,女,36042320011008****,湖南,Android,39.6
qiaoqiang,女,43122219970523****,安徽,iOS,268.4
xiuyingtan,男,21142119770723****,宁夏,Android,-
yanzeng,男,14022119880310****,河南,Android,19.9
chaohao,女,43052220041007****,江西,iOS,0
penggang,女,62010519970514****,陕西,Android,0
zoumin,女,34052119960908****,江苏,iOS,9.9
li40,男,53070019960326****,海南,iOS,0
yuanxiuying,男,33010919870616****,上海,iOS,29.8
jmeng,女,15072619910413****,河南,iOS,0
dzheng,男,31010720010517****,贵州,iOS,19.8
jing77,男,36073320000813****,广西,iOS,-
xiaye,女,14020319850921****,山东,iOS,149.5
dsong,男,37160219890103****,广东,iOS,0
ozhu,女,41132320010809****,河北,iOS,238.7
liujie,男,36050219980912****,河南,Android,39.8
yong29,女,37080120011128****,福建,iOS,-
jingtian,男,62032119970513****,山东,Android,0
duna,女,61080120000201****,广东,Android,79.7
zdu,男,34010119850614****,江苏,iOS,19.8
gujie,女,51172519960329****,福建,iOS,-
nyao,男,34040119991209****,天津,iOS,-
chao45,女,36090119940613****,安徽,Android,0
gangsun,女,37010120000630****,重庆市,Android,119.5
xiangxia,女,13050320010320****,辽宁,Android,89.6
tanlei,女,64032419920310****,山西,Android,119.2
dtian,女,41080220010724****,广东,iOS,358.3
wujuan,女,45040119990211****,浙江,Android,229
qliang,男,53253219971214****,湖南,Android,19.8
uyin,女,65270019981015****,湖北,iOS,19.8
panxiuying,女,34030419950105****,辽宁,iOS,49.7
43999,男,64012120060221****,广西,Android,29.9
wenwei,女,37132619950308****,江苏,iOS,149.1
houqiang,女,52040220010107****,上海,iOS,0
minwang,1,37090020011227****,浙江,iOS,169
yanqiu,女,51072220050626****,浙江,iOS,0
baixia,女,44162220010318****,浙江,Android,69.5
chaosun,男,36102619990110****,黑龙江,Android,0
wjin,男,14012319900127****,四川,iOS,89.6
yuanguiying,女,33022519861128****,广东,Android,89.6
pingkong,女,61072919860109****,安徽,Android,119.4
xiuyingliu,女,34188119971119****,辽宁,Android,79.8
xma,男,44022219970203****,山西,iOS,0
yongyao,女,53262520061111****,湖北,iOS,0
dingwei,女,23070120011006****,河南,iOS,-
lei43,女,61012419980916****,山东,Android,198.8
jie04,女,13063220021214****,云南,Android,0
guiying98,女,41081119980614****,山西,Android,-
min39,0,42108719971113****,上海,Android,19.9
yonghu,女,41120119860418****,吉林,Android,0
yan01,男,32118219920715****,江苏,Android,0
dujun,女,22028119960106****,黑龙江,iOS,0
cxie,男,32092419940531****,江西,iOS,-
nzhong,女,50011420001217****,广西,Android,169.1
ztian,男,36073320010610****,浙江,Android,9.9
14397,男,50011219990729****,浙江,Android,-
pingmao,男,51333119980501****,天津,Android,59.6
longyan,女,23022519940915****,广东,Android,169
gulei,女,61080219960603****,山东,iOS,0
dxie,男,36043019970718****,甘肃,Android,9.9
jiechen,男,52030120010705****,广东,Android,29.9
xieming,男,51332720010608****,湖北,Android,-
itian,女,52273219990314****,广东,Android,209.4
chao40,男,45022220011211****,河南,Android,0
leiqian,女,62122520020927****,浙江,iOS,0
tao15,女,23100419981008****,四川,iOS,0
imo,1,45110219880928****,江苏,iOS,149.5
xiajin,女,15082619910815****,福建,Android,0
lei79,女,41030119971113****,福建,Android,0
na74,女,23270219970818****,河南,iOS,-
chaocui,女,13022419990218****,山西,Android,-
junwan,女,11000019960811****,广东,iOS,229
bliao,女,53092419991025****,湖北,iOS,0
chao60,女,32032319960117****,上海,iOS,0
lei25,女,21142120020916****,云南,Android,0
fangqiang,男,43090319950611****,河北,iOS,29.7
lilai,女,43020119870116****,山西,iOS,228.7
renjuan,男,14072420010511****,黑龙江,Android,-
qiangyan,女,14112819980607****,安徽,Android,-
yangtang,男,44510019930705****,江西,Android,0
fangzhang,男,45042119971218****,四川,Android,19.8
juanqian,0,13043219970619****,福建,Android,0
huping,女,51080219990227****,安徽,Android,119.3
ixue,女,44030620060128****,河南,iOS,9.9
axiong,男,21130319790828****,安徽,Android,29.8
fang23,男,42070319930613****,陕西,Android,208.7
lihu,男,14011019970720****,黑龙江,Android,69.5
nhe,男,33112719970209****,广东,iOS,59.6
xiulandu,男,11010420030519****,浙江,iOS,598.3
caojing,女,33070319960216****,安徽,iOS,0
xiamin,女,33020519970529****,上海,iOS,0
xiangxiuying,女,37092120030303****,福建,iOS,29.7
uwei,女,52222320000607****,安徽,Android,0
cgu,女,54262719900316****,黑龙江,Android,9.9
juanlu,0,43122320010126****,北京,Android,29.7
mlin,1,53082219890113****,浙江,iOS,39.8
zhongchao,男,13040019960725****,天津,iOS,9.9
vlei,女,52012119981122****,湖南,Android,19.8
taoqiang,男,51333119990425****,广东,iOS,109.5
liren,女,37082620040728****,吉林,iOS,0
xiuyinghuang,男,21090220000816****,河南,Android,9.9
min50,女,42020120010112****,山西,Android,9.9
li30,女,46903519871005****,辽宁,iOS,199
fangyuan,男,53292519970617****,山东,iOS,79.8
mojie,男,33040020000108****,福建,iOS,109.2
ccheng,女,61012419921216****,甘肃,Android,9.9
myin,女,14012319990803****,安徽,Android,0
wenjie,男,13020020000501****,福建,iOS,-
wengang,男,13013219790926****,江苏,iOS,99.7
qiang28,男,65222320030114****,上海市,iOS,199
dingna,女,42902119970606****,福建,Android,59.7
chengfang,女,54242119980511****,广东,iOS,0
fqiao,女,44011520030611****,湖北,iOS,-
gangdong,1,43110220010916****,河南,Android,9.9
chaoliao,男,45110019741224****,山东,Android,0
xiapan,女,63282219970505****,江西,Android,0
pingyan,女,52263019851010****,广东,iOS,9.9
wfu,女,13053019861112****,江苏,Android,0
yong83,1,35012419970731****,吉林,iOS,9.9
chaoliang,男,21011119960705****,上海市,iOS,69.5
xiali,女,33080119890408****,江西,Android,0
ping57,女,13053019990128****,山东,iOS,99.1
gongping,女,33020320021227****,广东,iOS,19.9
guiying61,男,37162319980203****,陕西,Android,9.9
yangyin,女,23100220051119****,浙江,Android,0
xiulanding,女,35030219890714****,广东,iOS,-
gang57,0,32011619991106****,江苏,iOS,29.7
xia65,女,41000020061028****,四川,iOS,398.1
laiyang,女,14031119990814****,吉林,iOS,198.8
yongchen,男,15072419920720****,河北,Android,29.9
kongming,男,52242619921123****,江苏,Android,19.8
lina,女,50022419751113****,广东,Android,0
mingshao,女,51031119840602****,江西,Android,0
renli,女,35060020011130****,天津,Android,29.8
gcao,男,44018419961205****,山东,Android,109.2
xieyong,女,37020319990422****,福建,iOS,9.9
12206,男,21132219960211****,江苏,iOS,29.9
nasong,男,45022219860608****,云南,Android,0
pzou,女,37010120000130****,上海市,iOS,0
xcai,男,23102519990630****,江苏,iOS,178.9
ohao,男,44078319930111****,山东,iOS,29.7
she,1,42102220000526****,安徽,Android,19.8
huna,0,36042519771017****,安徽,iOS,517.2
sluo,男,54212719980502****,河北,iOS,119.2
31199,女,31010919741127****,上海市,iOS,0
yuanjuan,男,37020119811122****,广东,iOS,-
pengmin,女,37040119920304****,广东,Android,-
pingpeng,女,21072619970624****,湖南,iOS,348.4
min62,0,53292319881106****,云南,iOS,69.5
mzhou,女,32020519960320****,江西,iOS,0
leijuan,女,44050719960326****,江苏,iOS,39.8
dding,女,35042720010816****,山东,Android,9.9
weimeng,女,53262519980822****,安徽,Android,0
na34,男,36102919891019****,河北,Android,0
qiang32,女,14088220001224****,重庆,Android,208.8
ntang,男,43010420040603****,安徽,Android,-
jcui,女,35080219990330****,浙江,Android,328.1
qiangye,女,41032820010110****,吉林,iOS,0
cuiyan,男,37082720061101****,重庆,Android,159.2
ming62,男,61022219980325****,山东,Android,29.7
chao51,男,37142519920819****,陕西,Android,259
jingma,女,11022819990310****,吉林,iOS,9.9
egong,男,52011320000707****,上海,iOS,-
gjin,女,43038219991217****,安徽,Android,0
guiying66,女,65270019970313****,山东,iOS,9.9
nzeng,女,36118120010724****,浙江,iOS,-
longwei,女,36092620020926****,河北,iOS,49.6
linchao,0,51152619980518****,江苏,Android,0
gaogang,男,11020019981022****,黑龙江,Android,0
min23,女,54010220031106****,河北,iOS,59.7
yang82,女,37170019740729****,山东,iOS,-
xiajun,女,35098120000126****,浙江,Android,517.2
jing82,男,62100220010911****,吉林,Android,159.2
laiguiying,女,36042620050227****,四川,iOS,29.9
jinjuan,女,42082219760826****,江西,iOS,-
yang49,男,42050620000706****,湖南,Android,59.7
qinfang,男,34118120000327****,江苏,iOS,19.8
guiyingcui,女,45122720021124****,北京,iOS,89.6
fang63,男,61011619990325****,云南,Android,0
ixiang,女,34160220040421****,湖南,Android,228.7
ping55,男,65322219851204****,河南,iOS,0
yuanyang,男,52030219800603****,天津,Android,39.8
acheng,男,35040320050418****,内蒙古,Android,39.8
